age,region,education_level,education_field,occupation_category,starting_income,income_growth_rate,current_savings,savings_rate,debt_level,property_price,price_per_sqm,property_type,property_region,years_to_readiness
22,BW,none,none,Sales,32780,0.054,6639,0.17,23713,422170,5705,Penthouse,NW,11
23,NW,none,none,SkilledTrade,37676,0.037,17558,0.094,16186,669300,6693,Maisonette,BW,22
23,HH,none,none,Sales,31012,0.053,5655,0.179,18457,448857,8469,Loft,HH,12
29,BE,bachelor,data_science,STEM,67475,0.076,49378,0.192,33192,328358,8641,Apartment,HE,2
19,BY,none,none,SkilledTrade,44521,0.027,13312,0.057,23246,825945,10455,Apartment,BY,36
29,BE,apprenticeship,SkilledTrade,SkilledTrade,43248,0.027,69301,0.074,27580,168704,2636,Maisonette,BY,0
21,HH,apprenticeship,Logistics,Logistics,31857,0.024,45434,0.122,30141,505967,6571,Maisonette,HE,29
27,HE,master,psychology,SocialCare,44330,0.025,9111,0.08,40800,952160,8656,Maisonette,BW,40
20,BW,bachelor,computer_science,STEM,55031,0.08,44161,0.15,21978,187978,3241,Apartment,BE,0
25,BY,master,business,Finance,49827,0.052,56550,0.136,2035,657758,10609,Penthouse,BE,10
26,BE,master,social_sciences,SocialCare,42717,0.028,26532,0.081,30472,166750,2875,Loft,HH,2
30,NW,bachelor,education,Education,40254,0.023,62778,0.069,17680,610736,5453,Penthouse,BW,29
23,HE,none,none,Service,31729,0.03,19657,0.077,8081,505967,6571,Maisonette,HE,24
24,HE,bachelor,social_sciences,SocialCare,35165,0.021,18679,0.072,46652,741376,11584,Penthouse,NW,40
29,NW,bachelor,engineering,STEM,59825,0.055,54710,0.227,1046,109260,3642,Penthouse,BW,0
25,HE,master,computer_science,STEM,76582,0.06,58202,0.225,29966,199276,4529,Maisonette,NW,0
29,BY,apprenticeship,Mechatronics,Mechatronics,42545,0.036,44699,0.069,41584,109260,3642,Penthouse,BW,0
21,HH,apprenticeship,Retail,Retail,30795,0.027,19165,0.053,36485,381276,10591,Penthouse,BE,25
21,BW,apprenticeship,SkilledTrade,SkilledTrade,37486,0.018,27018,0.086,25863,381276,10591,Penthouse,BE,14
21,BY,master,healthcare,Healthcare,54921,0.028,37206,0.088,14721,333216,2848,Loft,HE,6
28,HE,none,none,Service,31144,0.02,6899,0.041,16081,558000,6200,Loft,BE,40
18,BY,bachelor,education,Education,38097,0.02,9339,0.074,9755,1214868,10473,Loft,HE,40
23,HE,none,none,Service,27941,0.013,31947,0.087,30586,574368,11966,Maisonette,NW,40
20,BY,bachelor,computer_science,STEM,58425,0.078,10793,0.165,3173,209715,6355,Penthouse,BW,3
29,BE,bachelor,engineering,STEM,57579,0.073,35930,0.199,33663,209715,6355,Penthouse,BW,1
24,BW,none,none,SkilledTrade,38401,0.023,23223,0.101,30010,1269216,11232,Apartment,HE,40
22,BY,none,none,SkilledTrade,30924,0.039,36290,0.136,24515,595930,5182,Apartment,NW,23
19,BW,master,arts_humanities,Arts,31858,0.028,5748,0.039,12123,800025,10667,Loft,HE,40
30,HH,bachelor,data_science,STEM,58061,0.067,70780,0.234,28968,536152,4622,Apartment,HE,3
27,BY,apprenticeship,Logistics,Logistics,26936,0.026,63799,0.086,5400,371448,5544,Loft,HE,22
18,NW,bachelor,healthcare,Healthcare,43501,0.03,22911,0.13,2011,180480,4512,Loft,HH,3
19,BW,bachelor,engineering,STEM,53769,0.065,40885,0.125,42149,104916,3747,Loft,BY,0
25,BW,apprenticeship,SkilledTrade,SkilledTrade,34267,0.029,9976,0.069,11836,595930,5182,Apartment,NW,30
20,BW,bachelor,arts_humanities,Arts,33439,0.014,23170,0.071,40071,1269216,11232,Apartment,HE,40
19,NW,master,psychology,SocialCare,47283,0.029,9062,0.097,10798,596700,9945,Penthouse,BY,19
28,HH,none,none,SkilledTrade,37392,0.022,59951,0.119,13297,718479,7407,Penthouse,NW,40
23,BY,apprenticeship,Logistics,Logistics,34615,0.032,50987,0.107,3939,180576,2508,Penthouse,BE,0
21,NW,master,healthcare,Healthcare,41580,0.036,15953,0.126,33298,1250596,10781,Maisonette,BE,38
26,BW,master,arts_humanities,Arts,30120,0.013,39810,0.034,11527,251559,3267,Maisonette,NW,10
28,NW,apprenticeship,Logistics,Logistics,29151,0.011,31669,0.126,47016,676026,6318,Maisonette,BY,40
23,BW,bachelor,data_science,STEM,55525,0.053,18948,0.14,305,374484,8511,Maisonette,BW,6
21,NW,master,economics,Finance,60909,0.049,15562,0.171,12747,761588,8102,Apartment,BE,10
19,BE,none,none,Service,32960,0.015,24066,0.086,44006,481797,7191,Apartment,HE,40
19,HE,master,computer_science,STEM,61128,0.053,1008,0.248,12757,381276,10591,Penthouse,BE,5
23,HE,bachelor,social_sciences,SocialCare,40057,0.025,24780,0.058,44602,1144304,9616,Loft,HH,40
26,BW,bachelor,business,Finance,53867,0.067,61702,0.125,47617,356577,9143,Maisonette,BW,2
29,BW,bachelor,computer_science,STEM,57592,0.068,48207,0.194,20935,1214868,10473,Loft,HE,15
30,BE,bachelor,education,Education,43272,0.03,68127,0.075,45245,93027,2819,Penthouse,BW,0
21,HH,none,none,TechSelfTaught,38722,0.05,12507,0.114,2293,166750,2875,Loft,HH,5
21,BY,apprenticeship,Mechatronics,Mechatronics,35344,0.014,41659,0.126,18897,550229,11707,Penthouse,BY,40
23,HH,bachelor,engineering,STEM,58911,0.061,15578,0.223,41421,505967,6571,Maisonette,HE,6
22,NW,none,none,Service,29972,0.019,4960,0.079,21025,255654,4058,Loft,BW,17
28,NW,master,social_sciences,SocialCare,38128,0.028,43793,0.067,42140,788082,8474,Maisonette,HE,35
27,NW,none,none,SkilledTrade,33917,0.021,50788,0.101,19025,264565,7559,Maisonette,NW,1
25,BY,master,healthcare,Healthcare,48977,0.033,17197,0.092,39357,1090260,10095,Penthouse,HE,32
24,BY,apprenticeship,Retail,Retail,30388,0.035,31076,0.07,28299,582120,9702,Penthouse,BY,26
24,HH,master,computer_science,STEM,65748,0.071,5673,0.119,30223,657758,10609,Penthouse,BE,11
29,HH,master,computer_science,STEM,77164,0.066,30518,0.124,12783,645696,5472,Apartment,HH,8
30,BW,master,business,Finance,62601,0.058,58574,0.151,6504,1218048,11712,Loft,HE,16
23,BE,bachelor,arts_humanities,Arts,36647,0.022,20995,0.053,23568,1218048,11712,Loft,HE,40
25,BW,master,engineering,STEM,58277,0.063,60844,0.121,23864,865980,10188,Loft,HH,11
26,BW,none,none,TechSelfTaught,43283,0.051,49914,0.166,25008,483408,6714,Apartment,BW,7
26,BE,bachelor,data_science,STEM,52268,0.063,7031,0.213,19321,758656,11854,Apartment,HH,10
30,BE,none,none,TechSelfTaught,47068,0.061,35661,0.182,9503,374484,8511,Maisonette,BW,4
20,BW,bachelor,computer_science,STEM,52454,0.074,43311,0.134,31009,126945,2821,Maisonette,BY,0
25,BW,master,business,Finance,58390,0.049,57147,0.217,11270,568008,6762,Loft,BW,5
21,BE,master,computer_science,STEM,74546,0.074,14831,0.224,1974,1068080,10270,Loft,BY,9
21,NW,none,none,TechSelfTaught,38684,0.066,646,0.115,44971,924635,9733,Maisonette,HH,20
28,BW,apprenticeship,Retail,Retail,22798,0.015,43812,0.118,20335,515160,8586,Loft,BE,40
25,HH,none,none,TechSelfTaught,43310,0.063,44352,0.157,44785,589472,11336,Apartment,HE,9
25,BW,apprenticeship,OfficeAdmin,OfficeAdmin,31818,0.017,26647,0.11,48371,955395,9099,Penthouse,BE,40
23,BE,none,none,Sales,33140,0.059,12450,0.172,30959,328358,8641,Apartment,HE,8
29,BE,master,education,Education,42279,0.026,62545,0.119,34966,490268,10658,Loft,HH,15
18,BY,master,engineering,STEM,65152,0.058,9181,0.22,6905,583362,7202,Maisonette,HH,7
30,NW,bachelor,computer_science,STEM,56152,0.053,34960,0.147,24535,653112,6948,Maisonette,HE,9
19,HH,apprenticeship,Retail,Retail,28203,0.021,35782,0.11,31517,229158,3951,Loft,BW,4
27,BE,none,none,Sales,39804,0.031,42348,0.16,18352,854572,8062,Penthouse,NW,33
19,BW,bachelor,data_science,STEM,66754,0.065,27038,0.193,22551,278768,7336,Apartment,NW,3
26,NW,apprenticeship,Logistics,Logistics,35194,0.023,50877,0.135,24448,791896,10024,Loft,NW,40
25,BY,none,none,Service,31451,0.016,314,0.084,18771,690191,9721,Apartment,HH,40
28,BE,apprenticeship,Mechatronics,Mechatronics,43793,0.028,6907,0.135,28359,766476,7097,Penthouse,BY,29
29,HH,none,none,SkilledTrade,42421,0.033,30974,0.139,13320,251559,3267,Maisonette,NW,4
25,BE,none,none,Service,29255,0.019,18026,0.058,37431,760227,7527,Penthouse,NW,40
18,BY,apprenticeship,Mechatronics,Mechatronics,40387,0.02,36864,0.076,28940,187572,6468,Maisonette,BW,1
24,BE,none,none,SkilledTrade,42965,0.03,25115,0.093,17267,332754,5367,Penthouse,BW,9
25,BY,none,none,SkilledTrade,33747,0.03,12508,0.117,7752,243600,6960,Loft,NW,9
24,BE,master,computer_science,STEM,74734,0.054,29132,0.13,35450,204608,6394,Maisonette,HH,2
25,HH,bachelor,education,Education,38881,0.023,29980,0.068,40485,637767,9243,Apartment,BY,32
24,BE,master,education,Education,46273,0.022,56893,0.091,30457,317044,6097,Apartment,HE,2
21,BY,bachelor,arts_humanities,Arts,38032,0.021,5719,0.047,36810,448857,8469,Loft,HH,33
21,BE,master,data_science,STEM,70450,0.053,14615,0.124,15524,381276,10591,Penthouse,BE,6
20,NW,none,none,Service,29954,0.029,151,0.118,10774,255654,4058,Loft,BW,12
29,HE,apprenticeship,Retail,Retail,26561,0.037,63666,0.15,39292,589472,11336,Apartment,HE,29
23,BY,bachelor,psychology,SocialCare,37642,0.024,28069,0.061,22543,288569,4891,Penthouse,BY,12
27,HE,apprenticeship,Retail,Retail,25746,0.018,29716,0.127,49119,509291,4507,Penthouse,BW,40
27,BY,master,economics,Finance,62576,0.052,21780,0.211,37216,374484,8511,Maisonette,BW,4
18,HH,master,social_sciences,SocialCare,45605,0.027,38631,0.089,14827,483408,6714,Apartment,BW,12
23,HH,apprenticeship,Mechatronics,Mechatronics,40963,0.014,15868,0.089,35198,401388,4316,Apartment,BY,16
30,NW,none,none,Service,24992,0.029,22294,0.089,5157,381276,10591,Penthouse,BE,23
24,HE,bachelor,computer_science,STEM,58877,0.059,24498,0.203,49433,842219,10661,Apartment,NW,11
20,BE,bachelor,mathematics,STEM,56141,0.056,31348,0.195,12479,228270,7609,Penthouse,BW,2
28,HE,apprenticeship,OfficeAdmin,OfficeAdmin,36745,0.033,11898,0.117,2369,627192,6744,Loft,BY,24
23,BY,none,none,SkilledTrade,34435,0.033,45736,0.068,25659,938013,8301,Penthouse,HH,38
19,BE,none,none,Service,25661,0.026,25387,0.063,47200,842219,10661,Apartment,NW,40
20,HE,bachelor,economics,Finance,50474,0.064,29454,0.223,49096,556270,10114,Penthouse,BW,6
22,BY,bachelor,healthcare,Healthcare,40391,0.027,6990,0.109,15201,515160,8586,Loft,BE,18
29,HE,apprenticeship,Retail,Retail,24345,0.023,71565,0.112,24427,338240,5285,Apartment,HH,25
28,BW,bachelor,engineering,STEM,57608,0.079,18349,0.195,17889,574368,11966,Maisonette,NW,7
26,BY,apprenticeship,Logistics,Logistics,33377,0.021,22137,0.136,46752,775010,8158,Apartment,BW,40
29,NW,bachelor,data_science,STEM,59987,0.075,35773,0.22,42005,638280,5910,Apartment,HE,6
23,NW,none,none,TechSelfTaught,54187,0.044,41740,0.132,26285,356577,9143,Maisonette,BW,4
23,HH,master,arts_humanities,Arts,35865,0.011,35441,0.078,18298,277750,5050,Loft,BE,7
27,HH,none,none,TechSelfTaught,37902,0.042,2927,0.165,7548,517914,7506,Loft,HE,14
27,BE,master,education,Education,51977,0.024,32859,0.077,28676,536152,4622,Apartment,HE,16
22,NW,none,none,Sales,42583,0.055,27002,0.074,15382,574368,11966,Maisonette,NW,17
21,HH,none,none,Service,23583,0.015,26144,0.107,20727,842219,10661,Apartment,NW,40
21,HH,master,engineering,STEM,64371,0.074,43869,0.232,29123,653112,6948,Maisonette,HE,5
27,HE,apprenticeship,Logistics,Logistics,34355,0.011,50495,0.121,28139,1040052,9204,Loft,NW,40
29,HH,apprenticeship,SkilledTrade,SkilledTrade,41722,0.017,13423,0.089,15115,638280,5910,Apartment,HE,39
26,NW,apprenticeship,Mechatronics,Mechatronics,36585,0.03,44683,0.06,36990,264252,4636,Penthouse,HH,4
20,HE,bachelor,psychology,SocialCare,35515,0.029,38496,0.063,12445,1250596,10781,Maisonette,BE,40
23,BW,apprenticeship,Retail,Retail,31590,0.029,5631,0.07,14963,730917,10593,Loft,NW,38
28,BY,bachelor,psychology,SocialCare,39437,0.026,30103,0.057,16886,556270,10114,Penthouse,BW,26
28,HE,none,none,SkilledTrade,37579,0.031,59507,0.146,45955,1069965,11505,Apartment,BW,40
23,HE,master,arts_humanities,Arts,41374,0.011,34328,0.063,8213,882446,10261,Apartment,BE,40
26,BW,none,none,Sales,47224,0.033,21079,0.13,5406,800025,10667,Loft,HE,24
20,HE,none,none,Service,23989,0.014,21744,0.088,16278,241735,3719,Apartment,BY,17
24,BY,apprenticeship,OfficeAdmin,OfficeAdmin,31495,0.015,45190,0.071,22303,938013,8301,Penthouse,HH,40
24,BE,bachelor,economics,Finance,55562,0.061,25341,0.135,13590,264252,4636,Penthouse,HH,4
28,BE,bachelor,data_science,STEM,61871,0.056,43051,0.183,13012,228270,7609,Penthouse,BW,1
28,BY,apprenticeship,OfficeAdmin,OfficeAdmin,34148,0.021,500,0.053,22541,952160,8656,Maisonette,BW,40
20,HH,apprenticeship,Mechatronics,Mechatronics,42974,0.019,27297,0.056,47561,718479,7407,Penthouse,NW,40
22,HH,apprenticeship,OfficeAdmin,OfficeAdmin,38087,0.011,30216,0.1,43215,214600,4292,Penthouse,HH,4
26,HE,master,engineering,STEM,73651,0.073,6297,0.103,26668,1069965,11505,Apartment,BW,15
20,BY,master,economics,Finance,59573,0.066,41372,0.163,47400,741376,11584,Penthouse,NW,9
28,BE,master,education,Education,49120,0.02,7306,0.088,35916,448857,8469,Loft,HH,17
28,HH,master,mathematics,STEM,68338,0.062,3797,0.232,31608,574680,4789,Apartment,HE,6
27,BY,apprenticeship,Retail,Retail,27264,0.01,4414,0.082,45864,919448,9994,Penthouse,BW,40
25,HH,master,arts_humanities,Arts,31114,0.018,56123,0.049,7385,938013,8301,Penthouse,HH,40
29,BW,none,none,Service,27403,0.022,9573,0.107,12033,640528,6536,Maisonette,NW,40
30,HE,master,healthcare,Healthcare,42799,0.036,8956,0.066,21643,583362,7202,Maisonette,HH,24
21,BE,apprenticeship,Retail,Retail,31855,0.034,16899,0.093,1816,490268,10658,Loft,HH,20
26,HE,bachelor,engineering,STEM,51725,0.066,3492,0.155,8903,596919,8651,Penthouse,BW,11
22,NW,apprenticeship,SkilledTrade,SkilledTrade,43757,0.02,31215,0.051,16384,587523,7437,Apartment,BW,29
30,HE,none,none,Service,28429,0.025,18404,0.077,12664,373395,11315,Maisonette,BE,21
29,BY,apprenticeship,Logistics,Logistics,26740,0.033,70363,0.095,40033,517914,7506,Loft,HE,28
26,BW,none,none,Sales,37686,0.048,42591,0.107,44798,326502,9894,Maisonette,BW,5
30,HE,bachelor,business,Finance,50018,0.056,14327,0.139,8908,669300,6693,Maisonette,BW,12
21,HH,none,none,Sales,35117,0.053,43753,0.143,2482,343944,10116,Maisonette,HE,5
20,BY,none,none,SkilledTrade,40795,0.022,36935,0.137,20371,1144304,9616,Loft,HH,40
22,NW,apprenticeship,Retail,Retail,29878,0.016,53037,0.106,49446,1068080,10270,Loft,BY,40
24,HE,bachelor,mathematics,STEM,56931,0.058,27297,0.211,14460,589472,11336,Apartment,HE,7
29,BE,bachelor,social_sciences,SocialCare,36629,0.026,53211,0.064,20042,422170,5705,Penthouse,NW,15
28,BW,master,economics,Finance,60853,0.05,633,0.24,29831,357595,4207,Maisonette,BY,5
30,BE,master,computer_science,STEM,72991,0.056,46837,0.158,45664,1090260,10095,Penthouse,HE,12
30,BY,bachelor,computer_science,STEM,58476,0.074,3166,0.172,7523,1110899,10999,Maisonette,NW,13
18,NW,bachelor,engineering,STEM,54620,0.058,9296,0.246,33787,709080,6220,Penthouse,BW,9
25,NW,apprenticeship,SkilledTrade,SkilledTrade,30237,0.038,50866,0.118,21492,578799,11349,Penthouse,BW,24
27,BE,none,none,Service,27092,0.016,48252,0.048,31027,303870,8682,Maisonette,BW,22
26,NW,none,none,TechSelfTaught,47809,0.041,4237,0.11,46167,362296,7876,Penthouse,BW,11
20,BW,master,mathematics,STEM,66478,0.069,18929,0.132,26324,410187,5619,Apartment,HH,6
27,HH,none,none,Sales,40551,0.057,22828,0.171,4135,420168,7503,Maisonette,HE,8
25,BW,bachelor,data_science,STEM,65961,0.077,45281,0.23,39401,1214868,10473,Loft,HE,12
21,BW,bachelor,healthcare,Healthcare,38772,0.03,44464,0.075,49637,610736,5453,Penthouse,BW,23
28,BE,master,computer_science,STEM,78119,0.055,8628,0.219,16047,691092,8748,Penthouse,HE,7
26,NW,master,social_sciences,SocialCare,39925,0.023,3860,0.071,26307,155204,3374,Maisonette,NW,9
29,BY,master,arts_humanities,Arts,41394,0.013,21319,0.079,9425,373395,11315,Maisonette,BE,15
20,HE,apprenticeship,Logistics,Logistics,27001,0.013,46884,0.09,14665,610736,5453,Penthouse,BW,40
18,BE,bachelor,arts_humanities,Arts,32415,0.027,6849,0.047,19052,791896,10024,Loft,NW,40
18,HE,none,none,Service,27096,0.028,16159,0.105,34189,579940,5420,Loft,BY,36
25,NW,bachelor,healthcare,Healthcare,38183,0.032,34565,0.126,7337,167376,5072,Maisonette,BW,0
22,HH,master,social_sciences,SocialCare,33877,0.025,50889,0.053,34313,674829,6957,Penthouse,HH,37
20,NW,apprenticeship,Mechatronics,Mechatronics,43542,0.016,41099,0.085,17891,180480,4512,Loft,HH,0
23,BE,none,none,SkilledTrade,30172,0.039,40884,0.07,47332,209715,6355,Penthouse,BW,1
21,BE,apprenticeship,SkilledTrade,SkilledTrade,42370,0.035,36525,0.108,12278,343944,10116,Maisonette,HE,7
26,NW,master,engineering,STEM,73288,0.068,39201,0.226,10958,636500,6700,Penthouse,NW,5
20,HE,bachelor,economics,Finance,48104,0.046,39332,0.217,7933,651242,11038,Maisonette,BE,12
30,BW,bachelor,healthcare,Healthcare,38381,0.036,22622,0.126,9190,143088,2981,Loft,BY,2
25,BY,none,none,TechSelfTaught,53466,0.044,9876,0.158,20363,209715,6355,Penthouse,BW,4
28,NW,bachelor,data_science,STEM,62784,0.06,12240,0.226,29310,353738,4594,Apartment,BY,4
23,BW,apprenticeship,Mechatronics,Mechatronics,32167,0.03,25252,0.106,21564,704880,6408,Loft,NW,35
18,BE,apprenticeship,Mechatronics,Mechatronics,35208,0.035,43801,0.089,35396,595930,5182,Apartment,NW,22
23,BW,bachelor,mathematics,STEM,59138,0.066,37866,0.108,4996,610736,5453,Penthouse,BW,10
21,HE,master,economics,Finance,63561,0.046,37634,0.14,22817,550229,11707,Penthouse,BY,7
23,NW,none,none,Service,28860,0.024,56700,0.068,41955,228270,7609,Penthouse,BW,0
27,NW,master,education,Education,42668,0.026,5275,0.083,19562,491862,11711,Loft,HE,20
30,BW,none,none,SkilledTrade,40142,0.036,18435,0.086,23703,326295,7251,Maisonette,HE,11
18,BY,bachelor,economics,Finance,49965,0.067,3191,0.148,3532,384748,7399,Maisonette,BW,8
24,BW,apprenticeship,Mechatronics,Mechatronics,43985,0.038,57673,0.077,23569,651242,11038,Maisonette,BE,17
27,BE,none,none,Service,28514,0.019,55550,0.077,20474,107900,4316,Maisonette,BY,0
28,BE,master,engineering,STEM,73282,0.077,65563,0.238,30565,373395,11315,Maisonette,BE,1
29,NW,master,economics,Finance,56165,0.045,71744,0.187,38783,598000,9200,Apartment,NW,7
29,BE,master,mathematics,STEM,56898,0.058,19887,0.122,42848,1040052,9204,Loft,NW,17
23,HH,none,none,TechSelfTaught,36449,0.065,47685,0.138,10481,409675,11705,Maisonette,NW,6
23,BE,master,healthcare,Healthcare,53394,0.024,15698,0.119,36554,326295,7251,Maisonette,HE,8
19,NW,none,none,TechSelfTaught,39699,0.057,18880,0.197,38180,691092,8748,Penthouse,HE,15
18,BY,apprenticeship,Mechatronics,Mechatronics,42527,0.012,32125,0.091,24189,640528,6536,Maisonette,NW,40
23,HE,master,economics,Finance,64676,0.05,12521,0.166,31192,791896,10024,Loft,NW,11
23,BW,bachelor,psychology,SocialCare,37165,0.027,27533,0.056,588,885278,10666,Maisonette,BE,40
24,BE,master,business,Finance,49873,0.046,52911,0.161,3855,657758,10609,Penthouse,BE,12
23,HH,none,none,SkilledTrade,40437,0.035,35190,0.057,8521,610736,5453,Penthouse,BW,24
20,HE,apprenticeship,SkilledTrade,SkilledTrade,34850,0.031,36497,0.14,39449,384426,4746,Maisonette,BY,11
19,BE,bachelor,business,Finance,42552,0.047,15286,0.21,26581,550229,11707,Penthouse,BY,11
20,BW,apprenticeship,SkilledTrade,SkilledTrade,36359,0.021,23971,0.059,9112,334656,5229,Maisonette,BE,17
27,HH,none,none,Service,30546,0.017,65555,0.108,48104,353738,4594,Apartment,BY,22
22,HH,bachelor,education,Education,40404,0.025,47665,0.053,21937,412844,7118,Loft,BY,14
29,NW,none,none,Service,27534,0.014,29228,0.087,3089,885278,10666,Maisonette,BE,40
29,BE,none,none,TechSelfTaught,38540,0.062,39116,0.138,10386,288569,4891,Penthouse,BY,4
30,BY,bachelor,social_sciences,SocialCare,41822,0.029,17390,0.069,5749,241735,3719,Apartment,BY,10
27,NW,bachelor,data_science,STEM,55622,0.069,32703,0.116,2028,885278,10666,Maisonette,BE,14
20,BE,apprenticeship,Logistics,Logistics,29027,0.037,7177,0.089,24001,93027,2819,Penthouse,BW,5
18,HH,none,none,TechSelfTaught,51901,0.054,34487,0.142,23448,208737,7731,Apartment,BE,1
27,BW,none,none,SkilledTrade,43374,0.028,63937,0.068,23727,587523,7437,Apartment,BW,20
19,NW,bachelor,mathematics,STEM,51091,0.065,30906,0.216,10307,352704,11022,Apartment,BW,4
20,HE,none,none,Sales,42709,0.032,15098,0.103,22628,363510,4039,Apartment,BW,11
24,HH,bachelor,computer_science,STEM,58713,0.079,38311,0.144,27935,536152,4622,Apartment,HE,7
19,BY,master,economics,Finance,60567,0.061,7897,0.231,25246,234346,6167,Loft,BY,3
20,NW,apprenticeship,Mechatronics,Mechatronics,37439,0.039,7461,0.132,29523,1269216,11232,Apartment,HE,38
21,BE,apprenticeship,Retail,Retail,31915,0.014,9339,0.149,31646,372555,7305,Maisonette,HH,28
28,BY,master,psychology,SocialCare,39770,0.022,37596,0.052,2938,221256,6146,Maisonette,HE,4
30,BY,none,none,Sales,32136,0.038,42748,0.176,29682,355607,9611,Maisonette,HH,9
19,HE,apprenticeship,SkilledTrade,SkilledTrade,31844,0.011,36348,0.111,15208,286770,8690,Maisonette,BE,11
29,NW,none,none,SkilledTrade,40557,0.024,9341,0.132,24417,373395,11315,Maisonette,BE,11
25,HE,apprenticeship,Logistics,Logistics,27949,0.026,11814,0.081,39539,214600,4292,Penthouse,HH,12
24,BW,none,none,Service,27778,0.026,15521,0.075,38161,630981,5393,Maisonette,BE,40
22,HH,bachelor,education,Education,35132,0.024,11997,0.059,29516,265668,5109,Maisonette,HE,17
28,BW,none,none,TechSelfTaught,47112,0.063,66280,0.104,35817,718479,7407,Penthouse,NW,11
20,BW,apprenticeship,Retail,Retail,31859,0.029,32417,0.088,19656,1069965,11505,Apartment,BW,40
20,BW,bachelor,education,Education,35202,0.022,47285,0.119,34332,136692,3797,Maisonette,NW,0
24,NW,apprenticeship,SkilledTrade,SkilledTrade,35065,0.017,20569,0.089,12495,1040052,9204,Loft,NW,40
29,BY,bachelor,engineering,STEM,59252,0.067,68740,0.176,23045,517235,7285,Apartment,BY,3
23,HH,bachelor,data_science,STEM,54976,0.075,3482,0.15,23227,442827,4473,Loft,BY,8
29,HH,bachelor,arts_humanities,Arts,36058,0.015,4745,0.039,9725,1086930,9290,Loft,NW,40
19,BY,bachelor,arts_humanities,Arts,32235,0.029,14274,0.058,48231,750165,11541,Loft,BW,39
30,BW,master,data_science,STEM,77220,0.056,38501,0.141,15388,93027,2819,Penthouse,BW,0
18,HE,apprenticeship,Logistics,Logistics,32662,0.018,249,0.101,28465,374484,8511,Maisonette,BW,21
27,HH,apprenticeship,Logistics,Logistics,30021,0.028,61743,0.14,12079,587523,7437,Apartment,BW,33
29,HH,none,none,TechSelfTaught,47020,0.063,53835,0.151,41349,788082,8474,Maisonette,HE,13
18,BY,master,arts_humanities,Arts,34767,0.011,44677,0.07,15156,1218048,11712,Loft,HE,40
20,HE,bachelor,computer_science,STEM,60923,0.076,42429,0.111,35808,227556,6321,Penthouse,BY,1
22,BY,bachelor,data_science,STEM,53851,0.06,7276,0.219,32532,199276,4529,Maisonette,NW,3
25,NW,apprenticeship,Retail,Retail,29572,0.011,45860,0.14,4165,230180,2708,Maisonette,BY,1
30,BE,master,economics,Finance,67288,0.068,27201,0.208,25060,228270,7609,Penthouse,BW,2
21,HE,none,none,Sales,39777,0.057,41973,0.131,22297,865980,10188,Loft,HH,19
18,NW,apprenticeship,Logistics,Logistics,35507,0.031,38048,0.058,22696,558000,6200,Loft,BE,24
19,BY,none,none,Sales,38402,0.057,24021,0.096,3146,151713,5619,Apartment,NW,2
25,NW,apprenticeship,Logistics,Logistics,34542,0.024,8245,0.087,7392,595930,5182,Apartment,NW,33
29,BE,bachelor,data_science,STEM,56874,0.078,38008,0.145,15862,1214868,10473,Loft,HE,14
18,BE,master,healthcare,Healthcare,40540,0.024,35894,0.064,23242,775010,8158,Apartment,BW,37
25,BE,none,none,TechSelfTaught,54416,0.07,5415,0.159,1617,718479,7407,Penthouse,NW,11
19,HE,master,psychology,SocialCare,37391,0.028,43757,0.054,25691,491862,11711,Loft,HE,20
22,BE,master,mathematics,STEM,73623,0.063,11284,0.24,40966,371448,5544,Loft,HE,4
22,BE,apprenticeship,SkilledTrade,SkilledTrade,38740,0.011,6807,0.147,21333,1144304,9616,Loft,HH,40
24,BE,none,none,Service,25563,0.01,56655,0.098,39559,221116,4172,Apartment,HH,8
23,BE,master,computer_science,STEM,78778,0.06,45297,0.189,16197,579940,5420,Loft,BY,5
25,HE,bachelor,computer_science,STEM,53669,0.058,57421,0.247,48557,483408,6714,Apartment,BW,3
23,NW,master,business,Finance,49273,0.06,33261,0.165,34812,952160,8656,Maisonette,BW,16
18,NW,apprenticeship,Mechatronics,Mechatronics,39871,0.014,39826,0.13,26389,515160,8586,Loft,BE,35
23,HE,bachelor,mathematics,STEM,48715,0.072,16103,0.171,29459,556270,10114,Penthouse,BW,9
30,NW,bachelor,economics,Finance,55224,0.064,13255,0.138,17383,288569,4891,Penthouse,BY,5
30,BW,bachelor,economics,Finance,42216,0.059,29867,0.216,20953,669300,6693,Maisonette,BW,12
26,HE,master,social_sciences,SocialCare,44613,0.028,37260,0.093,193,1214868,10473,Loft,HE,40
23,HE,master,arts_humanities,Arts,32888,0.022,7055,0.058,15886,326295,7251,Maisonette,HE,24
20,BW,none,none,Sales,43563,0.038,36006,0.148,25313,326295,7251,Maisonette,HE,5
23,BY,bachelor,business,Finance,53125,0.066,38984,0.123,33924,209715,6355,Penthouse,BW,1
26,BY,bachelor,data_science,STEM,62553,0.074,23104,0.203,12040,318528,9954,Apartment,BE,3
22,BW,bachelor,economics,Finance,44042,0.051,24597,0.142,32282,596919,8651,Penthouse,BW,12
18,BW,master,mathematics,STEM,61742,0.059,17187,0.191,564,204608,6394,Maisonette,HH,2
24,BW,master,business,Finance,64419,0.05,58617,0.122,23925,241735,3719,Apartment,BY,0
23,BY,none,none,Service,24263,0.012,17068,0.104,23636,760227,7527,Penthouse,NW,40
